ADM3_ES,ADM3_PCODE,ADM2_ES,ADM2_PCODE,ADM1_ES,SSP1_2030_population,SSP1_2050_population,SSP2_2030_population,SSP2_2050_population,SSP3_2030_population,SSP3_2050_population
Calleria,PE250101,Coronel Portillo,PE2501,Ucayali,124920.375,113512.6953,130128.6953,124598.3906,141550.2656,154861.6406
Calquis,PE061103,San Miguel,PE0611,Cajamarca,3781.19189453125,3473.36181640625,3889.3154296875,3737.91650390625,4125.29931640625,4147.126953
Calzada,PE220102,Moyobamba,PE2201,San Martin,6327.10107421875,7131.007813,6554.99560546875,7387.695313,7086.62158203125,8427.363281
Camana,PE040201,Camana,PE0402,Arequipa,14583.345703125,13710.013671875,15100.7470703125,14779.7978515625,16610.494140625,19088.30469
Camanti,PE081203,Quispicanchi,PE0812,Cusco,1409.6240234375,1361.320068359375,1443.83544921875,1452.508056640625,1527.36962890625,1551.042724609375
Camilaca,PE230203,Candarave,PE2302,Tacna,1009.2523193359375,937.552978515625,1045.5052490234375,1047.074951171875,1149.964599609375,1408.493896484375
Caminaca,PE210205,Azangaro,PE2102,Puno,3072.4375,2975.71142578125,3190.22314453125,3175.5986328125,3448.025146484375,3752.5224609375
Campanilla,PE220602,Mariscal Caceres,PE2206,San Martin,5668.283203,6868.5947265625,5934.673828,7229.04833984375,6411.21533203125,8633.1611328125
Camporredondo,PE010502,Luya,PE0105,Amazonas,4778.1787109375,4903.47021484375,4936.61083984375,5157.8134765625,5217.3447265625,5481.98681640625
Campoverde,PE250102,Coronel Portillo,PE2501,Ucayali,9526.5712890625,8228.216797,9777.443359,9319.6728515625,10582.28906,10748.73438
Canaria,PE051005,Victor Fajardo,PE0510,Ayacucho,4349.7724609375,4027.91064453125,4489.943359,4407.7626953125,4758.6669921875,5587.71826171875
Ca?aris,PE140202,Ferre?afe,PE1402,Lambayeque,12302.013671875,11491.8173828125,12751.0458984375,12356.013671875,13770.6142578125,14387.029296875
Canayre,PE050409,Huanta,PE0504,Ayacucho,2633.517822265625,2118.835938,2696.1142578125,2431.717041015625,3036.0556640625,3243.689697265625
Canchabamba,PE100402,Huacaybamba,PE1004,Huanuco,3259.919922,3309.4599609375,3327.1767578125,3402.99365234375,3662.884521484375,3660.951416015625
Canchaque,PE200302,Huancabamba,PE2003,Piura,8478.771484,8667.269531,8703.2939453125,9277.367188,9380.945313,10117.177734375
Canchayllo,PE120405,Jauja,PE1204,Junin,779.717529296875,752.4202270507812,797.5557861328125,782.6621094,849.1614990234375,862.8441772460938
Candarave,PE230201,Candarave,PE2302,Tacna,1943.1611328125,1819.056641,1980.910156,1912.58642578125,2112.16064453125,2177.879150390625
Cangallo,PE050201,Cangallo,PE0502,Ayacucho,7163.76416015625,7028.25,7409.8388671875,8350.158203,8359.896484,11146.17188
Canis,PE020506,Bolognesi,PE0205,Ancash,2433.77001953125,3059.78564453125,2662.099853515625,3174.717041015625,3025.77978515625,3431.5517578125
Canoas de Punta Sal,PE240203,Contralmirante Villar,PE2402,Tumbes,5457.146484,5841.0224609375,5643.7587890625,6232.210938,6100.136719,7343.615234
Canta,PE150401,Canta,PE1504,Lima,2705.35693359375,2515.427490234375,2800.84375,2697.892578,3008.964844,3299.3876953125
Capachica,PE210105,Puno,PE2101,Puno,11282.25,11265.072265625,11821.01172,12830.193359375,13084.93359,17771.380859375
Capacmarca,PE080702,Chumbivilcas,PE0807,Cusco,3829.37646484375,3538.7529296875,3933.17626953125,3818.1220703125,4187.888672,4413.34375
Capaya,PE030402,Aymaraes,PE0304,Apurimac,752.558837890625,715.053955078125,775.1776733398438,757.1021728515625,836.0831298828125,836.4112548828125
Capazo,PE210502,El Collao,PE2105,Puno,1301.2840576171875,1241.8116455078125,1331.42138671875,1317.053955078125,1466.13037109375,1518.2259521484375
Capelo,PE160503,Requena,PE1605,Loreto,3718.11376953125,3537.054443359375,3798.012451171875,3737.035400390625,4418.628906,4439.777344
Capillas,PE090404,Castrovirreyna,PE0904,Huancavelica,1097.737060546875,1054.7470703125,1130.5419921875,1106.127197265625,1215.3564453125,1225.3519287109375
Carabamba,PE130503,Julcan,PE1305,La Libertad,4583.6875,4167.18505859375,4746.8447265625,4455.35693359375,5046.3916015625,5081.71728515625
Carabayllo,PE150106,Lima,PE1501,Lima,322766.25,301210.9688,338443.8125,333400.8438,371149.875,418169.7813
Caracoto,PE211104,San Roman,PE2111,Puno,4566.166016,5039.34716796875,4834.566406,5685.75830078125,5325.708984,7219.9482421875
Carampoma,PE150704,Huarochiri,PE1507,Lima,2267.3134765625,2168.09130859375,2333.589111328125,2298.62939453125,2478.355712890625,2660.27880859375
Carania,PE151007,Yauyos,PE1510,Lima,250.5609130859375,233.53900146484375,256.00555419921875,251.19223022460938,271.84375,274.71295166015625
Carapo,PE050302,Huanca Sancos,PE0503,Ayacucho,2482.83056640625,2317.55615234375,2556.47509765625,2495.17626953125,2717.50341796875,2835.86865234375
Caraveli,PE040301,Caraveli,PE0403,Arequipa,4135.13134765625,4156.14501953125,4265.26708984375,4588.44482421875,4576.50341796875,5535.79638671875
Caraybamba,PE030403,Aymaraes,PE0304,Apurimac,1155.558837890625,1118.439697265625,1208.417724609375,1190.7392578125,1285.4193115234375,1349.964111328125
Caraz,PE021201,Huaylas,PE0212,Ancash,27542.42578,26555.50781,28973.38281,31031.49219,32177.51953,42107.55469
Carhuacallanga,PE120104,Huancayo,PE1201,Junin,1677.7066650390625,1602.502197265625,1739.226563,1758.345458984375,1851.52685546875,2496.96142578125
Carhuamayo,PE120502,Junin,PE1205,Junin,9784.1416015625,10081.24219,10252.75391,11421.75391,11357.650390625,15027.0830078125
Carhuanca,PE051103,Vilcas Huaman,PE0511,Ayacucho,880.467529296875,771.9525146484375,913.02685546875,837.3074340820312,977.142822265625,977.0718383789062
Carhuapampa,PE021404,Ocros,PE0214,Ancash,1039.9154052734375,1042.85791015625,1073.254150390625,1094.6693115234375,1181.726318359375,1236.6802978515625
Carhuaz,PE020601,Carhuaz,PE0206,Ancash,16089.337890625,15771.951171875,16816.69922,17489.14844,18200.45313,22570.83203
Carmen Alto,PE050104,Huamanga,PE0501,Ayacucho,27900.74609,27677.34375,29131.82031,31005.935546875,32220.49219,41760.14844
Carmen de la Legua Reynoso,PE070103,Callao,PE0701,Callao,39343.32031,35839.32031,40259.11328,39579.96094,43204.47656,43857.78125
Carmen Salcedo,PE050604,Lucanas,PE0506,Ayacucho,4166.669922,3996.489501953125,4292.121094,4423.62744140625,4642.830078,5122.31103515625
Carumas,PE180102,Mariscal Nieto,PE1801,Moquegua,3889.826172,3700.9560546875,3994.044677734375,3924.7685546875,4281.30615234375,4481.31396484375
Casa Grande,PE130208,Ascope,PE1302,La Libertad,25578.236328125,22424.83984,26996.951171875,25657.744140625,29673.94141,31495.69922
Casca,PE021302,Mariscal Luzuriaga,PE0213,Ancash,5049.765625,5171.82763671875,5251.6943359375,5521.822266,6170.199219,9411.986328
Cascapara,PE022002,Yungay,PE0220,Ancash,1842.4111328125,1678.0838623046875,1882.446533203125,1798.888916015625,2009.40185546875,1946.591552734375
Cascas,PE131101,Gran Chimu,PE1311,La Libertad,11694.88672,10124.552734375,12171.005859375,11242.8349609375,13089.6044921875,13573.275390625
Cashapampa,PE021904,Sihuas,PE0219,Ancash,3286.20263671875,3205.853516,3359.401611328125,3536.962891,3558.257568359375,4274.57177734375
Casitas,PE240202,Contralmirante Villar,PE2402,Tumbes,1484.091552734375,1445.394287109375,1524.396728515625,1535.357422,1631.0626220703125,1773.8338623046875
Casma,PE020801,Casma,PE0208,Ancash,28563.943359375,25626.44922,29866.71875,28599.779296875,32436.28516,35256.71875
Caspisapa,PE220703,Picota,PE2207,San Martin,2707.10888671875,2981.65625,2760.5634765625,3050.443115234375,2944.507080078125,3545.77978515625
Castilla,PE200104,Piura,PE2001,Piura,166871.8125,165725.2188,173302.3281,182380.5469,190857.6719,225964.1563
Castillo Grande,PE100608,Leoncio Prado,PE1006,Huanuco,21269.64063,21591.74219,22421.07422,23635.86719,24458.46484,29790.779296875
Castrovirreyna,PE090401,Castrovirreyna,PE0904,Huancavelica,2527.51123046875,2425.40869140625,2590.48974609375,2549.821533203125,2733.38427734375,2873.6298828125
Catac,PE021702,Recuay,PE0217,Ancash,3801.342041015625,4124.7236328125,3899.161376953125,4408.6435546875,4135.5751953125,5245.97900390625
Catacaos,PE200105,Piura,PE2001,Piura,81734.55469,85939.8125,84972.35938,91569.70313,93738.45313,119952.3359
Catache,PE061303,Santa Cruz,PE0613,Cajamarca,7222.4619140625,5909.810547,7430.4267578125,6969.0419921875,8090.85498046875,8095.06396484375
Catahuasi,PE151008,Yauyos,PE1510,Lima,793.7349243164062,702.3154907226562,836.046142578125,819.679931640625,890.2650146484375,1067.69873046875
Catilluc,PE061104,San Miguel,PE0611,Cajamarca,3089.0830078125,2840.683594,3191.1181640625,3143.869141,3428.40771484375,3678.887939453125
Caujul,PE150903,Oyon,PE1509,Lima,936.5371094,888.2974853515625,962.2586059570312,935.1401977539062,1036.929931640625,1034.65771484375
Cayalti,PE140116,Chiclayo,PE1401,Lambayeque,16792.83594,14921.0205078125,17471.03516,16895.10156,18981.42188,20069.15234
Cayara,PE051006,Victor Fajardo,PE0510,Ayacucho,1108.2501220703125,1089.565673828125,1162.7664794921875,1228.638427734375,1292.892578,1429.2626953125
Cayarani,PE040603,Condesuyos,PE0406,Arequipa,2670.313232421875,2659.796875,2769.5146484375,2810.708984,2900.60107421875,3282.39501953125
Caylloma,PE040505,Caylloma,PE0405,Arequipa,2140.28076171875,2176.58349609375,2245.866943359375,2320.66357421875,2444.7255859375,2890.622314453125
Cayma,PE040103,Arequipa,PE0401,Arequipa,100198.0781,96177.3125,104827.1094,107029.9219,114737.6875,143875.0156
Cayna,PE100202,Ambo,PE1002,Huanuco,4057.15966796875,4212.1943359375,4179.3349609375,4313.455078,4419.56298828125,4819.27685546875
Caynarachi,PE220504,Lamas,PE2205,San Martin,12514.02734,15492.55469,12913.958984375,16362.7509765625,13797.7060546875,19733.076171875
Ccapi,PE081003,Paruro,PE0810,Cusco,3156.541748046875,3021.570068359375,3237.66455078125,3138.580810546875,3421.868408203125,3505.1865234375
Ccarhuayo,PE081204,Quispicanchi,PE0812,Cusco,2798.22216796875,2586.76318359375,2876.929688,2813.35302734375,3028.58251953125,3279.56298828125
Ccatca,PE081205,Quispicanchi,PE0812,Cusco,17619.86328,17419.462890625,18504.009765625,19942.900390625,20585.39063,28143.447265625
Ccochaccasa,PE090304,Angaraes,PE0903,Huancavelica,3642.77001953125,3458.075927734375,3794.43212890625,3933.582031,4110.3525390625,4998.64306640625
Ccorca,PE080102,Cusco,PE0801,Cusco,2281.33056640625,2193.568359,2395.3525390625,2385.004150390625,2571.77294921875,2773.5625
Celendin,PE060301,Celendin,PE0603,Cajamarca,32483.556640625,34286.92578,33836.59375,37951.18359,37443.44531,51773.47656
Cerro Azul,PE150504,Ca?ete,PE1505,Lima,6942.1142578125,6209.59033203125,7156.51904296875,6875.61572265625,7888.14013671875,8699.244141
Cerro Colorado,PE040104,Arequipa,PE0401,Arequipa,170679.2969,163872.2031,177579.25,179696.75,191832.0313,240446.5313
Chaca,PE050412,Huanta,PE0504,Ayacucho,1676.8306884765625,1589.763672,1737.436279296875,1641.12255859375,1850.5928955078125,1835.19580078125
Chacabamba,PE101103,Yarowilca,PE1011,Huanuco,4283.18994140625,4521.3154296875,4573.1904296875,4735.634766,5241.6337890625,7702.3466796875
Chacapalpa,PE120802,Yauli,PE1208,Junin,725.400146484375,699.767822265625,736.687255859375,723.6099243164062,779.0986328,804.314208984375
Chacapampa,PE120105,Huancayo,PE1201,Junin,773.5848999023438,741.3801879882812,793.0802001953125,779.1365966796875,848.227294921875,874.1724853515625
Chacas,PE020401,Asuncion,PE0204,Ancash,5046.261719,4740.4169921875,5187.2451171875,5206.28955078125,5751.69091796875,6404.304688
Chacayan,PE190202,Daniel Alcides Carrion,PE1902,Pasco,6392.8076171875,7983.636719,6805.630859,8589.011719,7697.5693359375,10168.1552734375
Chaccho,PE020303,Antonio Raymondi,PE0203,Ancash,2642.278564453125,2487.402587890625,2657.624267578125,2803.65771484375,2836.143310546875,3300.33154296875
Chachapoyas,PE010101,Chachapoyas,PE0101,Amazonas,34372.39844,35131.90625,35804.07813,38003.17969,38971.74609,48720.48438
Chachas,PE040404,Castilla,PE0404,Arequipa,784.097900390625,752.420166015625,819.9338989257812,816.1543579101562,856.6348266601562,914.7658081054688
Chaclacayo,PE150107,Lima,PE1501,Lima,52066.73047,51134.00391,54667.92578,56832.89844,58445.47266,68195.84375
Chacoche,PE030102,Abancay,PE0301,Apurimac,930.404541015625,867.9158935546875,947.9366455078125,932.4960938,1009.8388671875,1037.48974609375
Chadin,PE060403,Chota,PE0604,Cajamarca,5341.5029296875,5247.4091796875,5718.949219,6088.546875,6507.43505859375,8553.863281
Chaglla,PE100802,Pachitea,PE1008,Huanuco,24268.48828,23825.22266,25265.779296875,25634.82813,27721.525390625,30885.85547
Chala,PE040307,Caraveli,PE0403,Arequipa,10597.14844,11386.5126953125,11055.6806640625,12127.7373046875,11921.8896484375,13911.23828
Chalaco,PE200403,Morropon,PE2004,Piura,11535.4384765625,13853.5341796875,12469.97656,14220.123046875,14367.55078,17697.74609
Chalamarca,PE060419,Chota,PE0604,Cajamarca,4714.224609,4720.884766,4863.21044921875,4923.36767578125,5180.912109,5558.453125
Chalcos,PE050903,Sucre,PE0509,Ayacucho,553.68701171875,498.4996032714844,567.5087891,549.978759765625,598.8035888671875,599.4595336914062
Chalhuanca,PE030401,Aymaraes,PE0304,Apurimac,5545.6318359375,6135.70654296875,5774.447266,6437.572266,6286.97119140625,7672.138672
Challabamba,PE081103,Paucartambo,PE0811,Cusco,9320.6904296875,8975.541016,9608.2646484375,9562.050781,10189.9375,10644.89063
Challhuahuacho,PE030506,Cotabambas,PE0305,Apurimac,7681.53173828125,7251.597656,7937.0673828125,7956.183594,8670.041016,10773.279296875
Chamaca,PE080703,Chumbivilcas,PE0807,Cusco,7529.09228515625,7036.742188,7718.65673828125,7548.1064453125,8161.851563,8254.605469
Chambara,PE120204,Concepcion,PE1202,Junin,3096.9677734375,2910.320556640625,3224.23779296875,3157.089844,3456.4326171875,3694.936279296875
Chancay,PE061002,San Marcos,PE0610,Cajamarca,2943.65283203125,2741.3232421875,3075.647216796875,3098.9189453125,3329.385498046875,3532.563232421875
Chancay,PE150605,Huaral,PE1506,Lima,54343.68359,50176.91406,57121.46094,55884.53906,61949.55078,70094.28906
Chancayba?os,PE061304,Santa Cruz,PE0613,Cajamarca,2909.485107421875,2406.7255859375,3066.69580078125,2854.777587890625,3343.39794921875,3384.350341796875
Chanchamayo,PE120301,Chanchamayo,PE1203,Junin,23812.923828125,21945.87109,24807.47656,24375.33984,26587.44141,29271.5625
Changuillo,PE110302,Nasca,PE1103,Ica,918.1392822265625,842.4388427734375,951.5171508789062,893.7154541015625,1029.4564208984375,1012.0009765625
Chao,PE131202,Viru,PE1312,La Libertad,31174.68359,27744.435546875,32370.380859375,30642.806640625,34926.78516,36516.05469
Chaparra,PE040308,Caraveli,PE0403,Arequipa,6036.240234,6004.076172,6184.414063,6234.85498046875,6764.332031,7484.27587890625
Chapimarca,PE030404,Aymaraes,PE0304,Apurimac,1856.4285888671875,1791.031982421875,1898.558837890625,1872.924560546875,2004.73095703125,2063.6513671875
Characato,PE040105,Arequipa,PE0401,Arequipa,9622.0634765625,9345.806641,10104.1630859375,10450.478515625,11269.83984,14474.82422
Charat,PE130604,Otuzco,PE1306,La Libertad,2164.81103515625,1650.0592041015625,2262.874267578125,1961.943359,2472.75048828125,2417.662841796875
Charcana,PE040803,La Union,PE0408,Arequipa,431.9109191894531,424.6163635253906,439.5060119628906,445.9763488769531,481.0980224609375,500.3363037109375
Chaupimarca,PE190101,Pasco,PE1901,Pasco,32747.25781,33657.64063,35787.96484,46970.30469,40849.42969,68211.89063
Chavin,PE110203,Chincha,PE1102,Ica,1004.871826171875,946.8945313,1027.6026611328125,1007.4129638671875,1107.9268798828125,1072.4189453125
Chavin de Huantar,PE021004,Huari,PE0210,Ancash,9177.888672,9805.2412109375,9476.681641,10230.1337890625,10205.818359375,12161.947265625
Chavin de Pariarca,PE100503,Huamalies,PE1005,Huanuco,4390.072266,5738.265625,4858.73486328125,6225.160156,5523.7529296875,7761.82080078125
Chavi?a,PE050605,Lucanas,PE0506,Ayacucho,3173.187255859375,3526.86376953125,3281.52587890625,3876.292724609375,3629.25439453125,4583.269531
Chavinillo,PE101101,Yarowilca,PE1011,Huanuco,8455.1162109375,9361.091797,8941.3974609375,9852.904297,10082.50781,12531.064453125
Chazuta,PE220904,San Martin,PE2209,San Martin,10337.82813,10533.0341796875,10599.1669921875,11027.779296875,11793.908203125,12632.076171875
Checacupe,PE080602,Canchis,PE0806,Cusco,4065.919922,3974.40966796875,4245.574219,4276.4375,4497.099609,4829.6611328125
Checca,PE080502,Canas,PE0805,Cusco,5325.7333984375,5042.744141,5469.20947265625,5374.632813,5802.13623046875,6019.140625
Checras,PE150804,Huaura,PE1508,Lima,1646.1676025390625,1532.865234,1690.889892578125,1642.88525390625,1781.4639892578125,1815.3712158203125
Chepen,PE130401,Chepen,PE1304,La Libertad,45394.45313,41905.39063,47811.27344,47596.96094,52721.8125,59797.74609
Chetilla,PE060103,Cajamarca,PE0601,Cajamarca,3438.6416015625,3188.869141,3618.987548828125,3512.284423828125,3892.69091796875,4010.24267578125
Cheto,PE010104,Chachapoyas,PE0101,Amazonas,807.7522583007812,844.986572265625,820.8289794921875,853.1722412109375,913.6192016601562,1058.258544921875
Chiara,PE030203,Andahuaylas,PE0302,Apurimac,1158.1871337890625,1109.947266,1180.6689453125,1163.4166259765625,1227.500732421875,1260.281005859375
Chiara,PE050105,Huamanga,PE0501,Ayacucho,7116.45556640625,6833.77587890625,7355.23681640625,7344.50830078125,7829.287109,8581.240234
Chicama,PE130202,Ascope,PE1302,La Libertad,13313.89453,11631.9404296875,13951.40625,13314.951171875,15156.923828125,15391.4775390625
Chicche,PE120106,Huancayo,PE1201,Junin,798.1153564453125,748.174072265625,836.046142578125,804.696533203125,900.5408935546875,923.2621459960938
Chichas,PE040604,Condesuyos,PE0406,Arequipa,393.36309814453125,381.3055114746094,401.91082763671875,393.0937805175781,408.23272705078125,408.76531982421875
Chicla,PE150705,Huarochiri,PE1507,Lima,7996.9228515625,7723.771484,8358.6708984375,8498.2294921875,9116.574219,10337.138671875
Chiclayo,PE140101,Chiclayo,PE1401,Lambayeque,293794.9375,263629.0313,306132.5313,298683.4063,329729.6875,346720.8125
Chiguata,PE040106,Arequipa,PE0401,Arequipa,2958.5458984375,2909.471435546875,3056.849365234375,3195.870361328125,3418.1318359375,4452.9931640625
Chiguirip,PE060404,Chota,PE0604,Cajamarca,4847.3896484375,4657.1923828125,5061.927734,5169.271484,5565.791016,6361.8232421875
Chilca,PE120107,Huancayo,PE1201,Junin,91636.95313,90881.5,96987.60938,110178.1953,105272.6719,143961.8594
Chilca,PE150505,Ca?ete,PE1505,Lima,17454.28125,16246.67188,18244.423828125,18127.263671875,20198.64453,22679.39844
Chilcas,PE050504,La Mar,PE0505,Ayacucho,2545.032958984375,2368.51025390625,2627.18994140625,2543.65185546875,2841.748047,3208.7607421875
Chilcaymarca,PE040405,Castilla,PE0404,Arequipa,1834.5263671875,2323.500732421875,1905.7196044921875,2626.501220703125,2108.424072265625,3120.021728515625
Chilcayoc,PE050904,Sucre,PE0509,Ayacucho,483.6000671386719,394.89324951171875,500.37451171875,450.3832702636719,545.5558471679688,564.5303955078125
